x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name,frame_index,velocity km/h
294.068,155.15001,313.7495,184.92639,1,0.44773597,16,car,329,111
268.7512,135.43726,276.93246,149.2904,1,0.36785,17,car,329,116
350.2143,175.10832,375.66327,205.64896,1,0.6320251,14,car,330,121
293.2418,156.33441,316.0796,187.549,1,0.43094605,16,car,330,111
292.6639,142.77525,305.1175,157.13684,1,0.42411685,12,car,330,81
259.78198,156.44363,275.31616,183.05998,1,0.41407582,13,car,330,88
268.65768,135.78207,277.19052,149.38602,1,0.33242077,17,car,330,116
350.21503,175.108,375.6649,205.64851,1,0.6319741,14,car,331,121
293.24252,156.33487,316.07953,187.55017,1,0.43140286,16,car,331,111
292.66464,142.77617,305.11627,157.13501,1,0.4238485,12,car,331,81
259.78375,156.44492,275.31793,183.06259,1,0.41339988,13,car,331,88
268.65677,135.78368,277.19034,149.38713,1,0.33229887,17,car,331,116
352.26138,174.80116,376.31537,206.973,1,0.5540525,14,car,332,121
292.8068,142.52263,304.64938,156.86458,1,0.50725144,12,car,332,81
294.78186,154.45674,314.4092,185.41068,1,0.45983762,16,car,332,111
260.30576,157.93298,275.67023,185.3727,1,0.38176027,13,car,332,88
268.9228,136.64886,277.28632,149.40047,1,0.2542794,17,car,332,116
352.25607,174.79025,376.32867,206.9745,1,0.55414486,14,car,333,121
292.80695,142.52432,304.65482,156.86067,1,0.5057118,12,car,333,81
294.76938,154.44621,314.4239,185.439,1,0.46235523,16,car,333,111
260.2822,157.91641,275.67526,185.396,1,0.3831712,13,car,333,88
268.91235,136.6385,277.28165,149.39471,1,0.24930255,17,car,333,116
354.37527,177.50276,380.9737,210.11046,1,0.700871,14,car,334,121
292.63312,140.71414,304.79688,156.47847,1,0.5177595,12,car,334,81
258.31546,157.98003,274.82712,185.06622,1,0.50167894,13,car,334,88
294.16196,157.85872,316.20828,189.52603,1,0.45092082,16,car,334,111
354.376,177.50053,380.97302,210.10988,1,0.7009598,14,car,335,121
292.63327,140.71289,304.7974,156.47868,1,0.51759636,12,car,335,81
258.31424,157.98026,274.82645,185.06511,1,0.5017922,13,car,335,88
294.16156,157.85907,316.2086,189.52458,1,0.4510018,16,car,335,111
354.392,177.53116,380.96118,210.08542,1,0.69973373,14,car,336,121
292.62604,140.74745,304.81018,156.49529,1,0.5165943,12,car,336,81
258.29984,157.99756,274.82733,185.0659,1,0.5042399,13,car,336,88
294.15036,157.861,316.20422,189.51932,1,0.45130694,16,car,336,111
268.89078,137.41713,277.99393,150.6974,1,0.2694678,17,car,336,116
354.3847,177.51138,380.9497,210.08568,1,0.69766724,14,car,337,121
292.5956,140.71082,304.80502,156.49724,1,0.5120426,12,car,337,81
258.32697,157.9344,274.8409,185.05219,1,0.5047386,13,car,337,88
294.1478,157.85591,316.2037,189.50352,1,0.45085403,16,car,337,111
268.87878,137.42787,277.98795,150.69685,1,0.2728435,17,car,337,116
355.66483,178.0446,380.71066,211.22572,1,0.5824609,14,car,338,121
294.31766,157.96094,316.02014,190.75957,1,0.4817834,16,car,338,111
293.0416,141.54672,304.12033,156.41634,1,0.47039497,12,car,338,81
258.31552,157.60127,276.3735,185.90483,3,0.4238816,13,truck,338,78
268.9039,137.68222,277.9559,150.63312,1,0.304607,17,car,338,116
355.66425,178.04158,380.7114,211.22403,1,0.58264667,14,car,339,121
294.31805,157.96387,316.0217,190.76158,1,0.48189503,16,car,339,111
293.0419,141.5458,304.11996,156.41699,1,0.4702638,12,car,339,81
258.3141,157.60162,276.3755,185.9065,3,0.42353672,13,truck,339,78
258.0548,157.67827,276.03763,186.49376,1,0.36218783,18,car,339,109
268.90207,137.67693,277.9583,150.63501,1,0.30372587,17,car,339,116
357.20602,179.89096,381.21005,212.07489,1,0.5859186,14,car,340,121
293.6559,141.821,304.5772,156.47592,1,0.47083262,12,car,340,81
267.94125,136.9266,277.6151,150.8049,1,0.40722317,17,car,340,116
294.5463,157.44258,316.68118,192.91127,1,0.38752827,16,car,340,111
358.6029,181.71657,388.51376,217.22656,1,0.69198585,14,car,341,121
258.22745,160.35379,274.97037,187.7785,1,0.4896036,13,car,341,88
293.09818,141.09874,303.20013,156.10455,1,0.46913955,12,car,341,81
294.4083,158.27051,316.58286,193.52228,1,0.44729787,16,car,341,111
267.76602,137.01874,277.45273,151.04729,1,0.3947807,17,car,341,116
358.6409,182.24242,388.2778,216.91068,1,0.7059648,14,car,342,121
258.44788,160.4778,275.0516,187.80411,1,0.4717216,13,car,342,88
293.09674,141.15181,303.17398,156.1502,1,0.4696096,12,car,342,81
294.45285,158.52322,316.56946,193.52863,1,0.44766727,16,car,342,111
267.87134,137.14647,277.40826,151.0814,1,0.39374146,17,car,342,116
358.64435,182.25009,388.27533,216.90817,1,0.7055243,14,car,343,121
293.09866,141.16507,303.1687,156.14964,1,0.46983096,12,car,343,81
258.47693,160.4698,275.0575,187.80846,1,0.46949795,13,car,343,88
294.4541,158.52689,316.56873,193.52504,1,0.4460071,16,car,343,111
267.87515,137.15196,277.401,151.07947,1,0.39575225,17,car,343,116
360.51538,182.25497,389.93787,219.08301,1,0.6711705,14,car,344,121
292.89716,141.05441,304.18027,157.25739,1,0.4531174,12,car,344,81
294.897,161.08162,316.81482,193.91904,1,0.42484608,16,car,344,111
257.05225,160.23718,274.0661,188.46524,1,0.3721845,13,car,344,88
268.08658,137.0245,277.0724,151.00378,1,0.35235378,17,car,344,116
360.5332,182.44688,389.9161,219.11182,1,0.66779095,14,car,345,121
292.9011,141.07788,304.1752,157.25296,1,0.4528835,12,car,345,81
294.91846,161.1156,316.80148,193.8643,1,0.4233726,16,car,345,111
257.10788,160.30367,274.03873,188.3781,1,0.36687654,13,car,345,88
268.08273,137.0201,277.06055,150.9996,1,0.36067805,17,car,345,116
360.53333,182.45227,389.91287,219.10985,1,0.6676873,14,car,346,121
292.9014,141.07977,304.1718,157.25249,1,0.45273846,12,car,346,81
294.9199,161.11925,316.80157,193.86429,1,0.42283067,16,car,346,111
257.10846,160.30464,274.0394,188.37738,1,0.36677754,13,car,346,88
268.08386,137.02045,277.0612,151.00055,1,0.36074537,17,car,346,116
293.0022,142.20627,304.7052,158.3219,1,0.4176681,12,car,347,81
295.214,161.45435,318.70056,196.15086,1,0.41049227,16,car,347,111
257.4514,160.16376,274.61874,189.34335,1,0.36139897,13,car,347,88
267.97763,136.33676,277.56845,151.72646,1,0.3540095,17,car,347,116
361.31924,184.52365,391.48843,220.98434,1,0.30923104,14,car,347,121
292.99426,142.19728,304.71216,158.32576,1,0.4193052,12,car,348,81
295.3531,160.72205,318.7607,196.74329,1,0.41422856,16,car,348,111
257.43594,160.13719,274.634,189.39673,1,0.36497667,13,car,348,88
267.9719,136.32887,277.5717,151.72948,1,0.35443252,17,car,348,116
361.29092,184.37016,391.4948,220.97357,1,0.31707913,14,car,348,121
292.99445,142.19745,304.71307,158.32605,1,0.4192896,12,car,349,81
295.353,160.72319,318.75998,196.7429,1,0.4142651,16,car,349,111
257.43555,160.13809,274.63406,189.39821,1,0.36487767,13,car,349,88
267.97205,136.3278,277.57227,151.7304,1,0.3543077,17,car,349,116
361.29172,184.36894,391.49347,220.9726,1,0.3168998,14,car,349,121
257.48438,162.03938,274.6919,190.29321,1,0.49702412,13,car,350,88
267.83704,136.35568,277.55597,152.07603,1,0.439577,17,car,350,116
364.02954,188.22139,396.73907,224.47147,1,0.41558194,14,car,350,121
292.88586,143.31744,304.94815,160.53535,1,0.38578743,12,car,350,81
295.1357,161.5585,319.20938,198.19292,1,0.37662423,16,car,350,111
257.50085,162.03247,274.70578,190.28362,1,0.49075496,13,car,351,88
267.84244,136.3115,277.56152,152.06966,1,0.4443133,17,car,351,116
364.04077,188.24231,396.69543,224.4346,1,0.41158915,14,car,351,121
293.55466,144.31699,305.2933,161.40282,1,0.3877723,12,car,351,81
295.13055,161.59639,319.1915,198.168,1,0.37196612,16,car,351,111
367.42032,189.99864,395.04602,225.72925,1,0.5185607,14,car,352,121
267.70047,136.05156,277.67035,152.05154,1,0.4843584,17,car,352,116
293.0553,141.75328,304.71484,159.37302,1,0.45605892,12,car,352,81
295.71152,162.45111,319.4655,200.08047,1,0.42872104,16,car,352,111
256.59445,162.12347,274.1137,191.49615,1,0.36521432,13,car,352,88
367.42178,190.00345,395.03073,225.7339,1,0.5186821,14,car,353,121
267.7043,136.05988,277.66827,152.04716,1,0.48572832,17,car,353,116
293.05896,141.75284,304.71533,159.3714,1,0.4566085,12,car,353,81
295.21295,163.0235,318.52216,199.48526,1,0.42770433,16,car,353,111
256.60165,162.14473,274.11227,191.48473,1,0.36241028,13,car,353,88
257.45828,161.95825,274.13284,192.45148,3,0.3521291,19,truck,353,69
295.24023,163.1399,319.2542,200.51883,1,0.4802066,16,car,354,111
367.82465,191.46794,403.501,230.52254,1,0.46457037,14,car,354,121
258.09354,161.65079,274.05444,191.99422,1,0.42440593,19,car,354,94
293.84433,143.4705,304.21915,160.56888,1,0.4243428,12,car,354,81
267.53418,135.73567,277.50894,152.33931,1,0.4122177,17,car,354,116
257.1068,162.06584,274.12064,193.01462,3,0.32343894,13,truck,354,78
295.225,163.10567,319.255,200.51389,1,0.47536203,16,car,355,111
367.81876,191.49258,403.49756,230.52151,1,0.46335036,14,car,355,121
258.12488,161.66881,274.0783,192.00266,1,0.4283684,19,car,355,94
293.83853,143.46501,304.26584,160.58784,1,0.4239331,12,car,355,81
267.5374,135.70656,277.4934,152.32819,1,0.4228288,17,car,355,116
257.12012,162.09032,274.1054,193.065,3,0.323741,13,truck,355,78
295.2081,163.052,319.27982,200.52438,1,0.47540268,16,car,356,111
367.80896,191.408,403.521,230.59363,1,0.47146374,14,car,356,121
258.04547,161.68904,274.06128,192.16309,1,0.4308317,19,car,356,94
267.52347,135.63156,277.5013,152.33719,1,0.42472,17,car,356,116
293.8387,143.46063,304.26166,160.57251,1,0.42265612,12,car,356,81
257.09933,162.09132,274.0945,193.12009,3,0.319745,13,truck,356,78
371.34406,193.70314,404.0971,232.4695,1,0.62367105,14,car,357,121
296.49878,164.63272,321.02124,202.3641,1,0.5201569,16,car,357,111
293.90143,143.58325,304.52182,161.3064,1,0.44009793,12,car,357,81
257.63324,162.15753,275.06573,193.62396,1,0.42056775,19,car,357,94
267.86038,136.74178,277.32895,152.12608,1,0.40687695,17,car,357,116
257.09988,162.51817,274.6438,194.20547,3,0.3153263,13,truck,357,78
371.3458,193.70187,404.09644,232.46428,1,0.62375945,14,car,358,121
296.49954,164.63222,321.02057,202.3629,1,0.52011764,16,car,358,111
293.9029,143.58875,304.52158,161.30698,1,0.440097,12,car,358,81
257.63467,162.16133,275.06396,193.62276,1,0.4201776,19,car,358,94
267.86325,136.74998,277.3268,152.12479,1,0.40628675,17,car,358,116
257.0975,162.52206,274.64157,194.20305,3,0.31598544,13,truck,358,78
296.8996,164.69624,321.56818,204.52089,1,0.47917193,16,car,359,111
373.75937,195.57388,409.36346,236.84828,1,0.446539,14,car,359,121
267.76996,137.62119,277.0523,153.01924,1,0.41214123,17,car,359,116
256.55508,163.20187,275.37265,194.99388,1,0.40002906,13,car,359,88
256.44702,162.88702,274.7785,195.09605,3,0.3781525,19,truck,359,69
294.23276,144.16786,304.14072,161.56967,1,0.36251685,12,car,359,81
296.9,164.69713,321.5674,204.52005,1,0.47903237,16,car,360,111
373.76108,195.57362,409.36008,236.84796,1,0.4463606,14,car,360,121
267.7696,137.62079,277.0526,153.01755,1,0.41242015,17,car,360,116
256.55383,163.20163,275.3726,194.99333,1,0.40027308,19,car,360,94
256.44653,162.8877,274.7777,195.09694,3,0.37803653,13,truck,360,78
294.233,144.16841,304.1423,161.57117,1,0.3624621,12,car,360,81
296.82547,166.30907,322.6039,206.22908,1,0.5402917,16,car,361,111
376.03925,197.73843,413.5204,239.54553,1,0.4739794,14,car,361,121
294.14737,143.04747,305.42288,162.3254,1,0.46448407,12,car,361,81
268.0079,137.936,277.1694,153.13765,1,0.45622644,17,car,361,116
256.06583,164.21768,274.80673,196.24324,3,0.30791947,13,truck,361,78
255.74786,164.43018,274.70084,196.47795,1,0.26554608,19,car,361,94
296.8227,166.30807,322.60446,206.22983,1,0.5405087,16,car,362,111
376.0387,197.7394,413.51993,239.54697,1,0.47431538,14,car,362,121
294.1476,143.04924,305.4235,162.32343,1,0.46445915,12,car,362,81
268.0075,137.93605,277.16907,153.13748,1,0.45639133,17,car,362,116
256.06564,164.21945,274.8058,196.2441,3,0.30808726,13,truck,362,78
255.7471,164.43056,274.70074,196.47821,1,0.26567075,19,car,362,94
296.82904,166.3191,322.60187,206.22499,1,0.5405482,16,car,363,111
376.03528,197.74483,413.51843,239.54404,1,0.47406164,14,car,363,121
294.14984,143.04614,305.41614,162.31827,1,0.46395367,12,car,363,81
268.00494,137.92769,277.1655,153.13522,1,0.45721343,17,car,363,116
256.07202,164.2321,274.80072,196.23491,3,0.30744544,13,truck,363,78
255.75224,164.44524,274.69522,196.47017,1,0.26395288,19,car,363,94
297.57568,167.2125,322.73828,207.73569,1,0.56487685,16,car,364,111
378.35086,197.9879,424.00067,248.1556,1,0.53542286,14,car,364,121
268.06467,138.25136,276.93906,153.0526,1,0.4582921,17,car,364,116
294.01434,143.00282,305.39453,162.4189,1,0.4057699,12,car,364,81
255.8336,164.34496,274.45392,196.68648,1,0.3672164,13,car,364,88
297.57678,167.21106,322.73746,207.73592,1,0.5649073,16,car,365,111
378.3512,197.99236,424.00287,248.15617,1,0.53516555,14,car,365,121
268.0635,138.25261,276.9381,153.05205,1,0.45855355,17,car,365,116
294.0138,143.00423,305.3924,162.42021,1,0.40587246,12,car,365,81
255.833,164.3477,274.45413,196.68622,1,0.36731306,13,car,365,88
380.7329,201.1513,426.62152,249.27138,1,0.65232706,14,car,366,121
297.6739,167.9459,322.86935,209.21167,1,0.5354258,16,car,366,111
294.6337,144.81746,306.4292,164.19888,1,0.44818026,12,car,366,81
268.1532,137.96097,277.0367,152.94716,1,0.44183645,17,car,366,116
256.21152,164.84541,274.5041,198.37338,3,0.3683014,13,truck,366,78
380.73087,201.15628,426.61935,249.26987,1,0.6522079,14,car,367,121
297.676,167.94872,322.8638,209.20705,1,0.53502464,16,car,367,111
294.6309,144.81607,306.42233,164.20201,1,0.44791257,12,car,367,81
268.15265,137.95734,277.0371,152.95088,1,0.442241,17,car,367,116
256.20828,164.84604,274.4993,198.37515,3,0.36900795,13,truck,367,78
380.72964,201.14375,426.62286,249.26979,1,0.6524818,14,car,368,121
297.67355,167.94467,322.86566,209.20709,1,0.5353582,16,car,368,111
294.63074,144.81917,306.42313,164.19934,1,0.44770762,12,car,368,81
268.15494,137.97128,277.0364,152.94891,1,0.4431911,17,car,368,116
256.20712,164.83936,274.50717,198.37874,3,0.36729068,13,truck,368,78
384.43994,203.39041,432.0788,252.71645,1,0.55086017,14,car,369,121
296.54218,168.28409,325.09915,212.09146,1,0.47935182,16,car,369,111
295.2099,145.5396,306.1024,164.52083,1,0.39335498,12,car,369,81
268.38956,138.94395,277.1631,153.20715,1,0.36144587,17,car,369,116
255.99011,164.8565,275.0799,198.37167,3,0.34821624,13,truck,369,78
384.4398,203.39629,432.0785,252.71414,1,0.55078536,14,car,370,121
296.55203,168.2999,325.09906,212.08488,1,0.48414594,16,car,370,111
295.20743,145.536,306.1045,164.52924,1,0.39334565,12,car,370,81
268.3894,138.94325,277.1635,153.20578,1,0.3614288,17,car,370,116
254.74124,163.96709,275.70963,198.67487,1,0.35310832,20,car,370,96
255.99127,164.85687,275.0807,198.37172,3,0.34902662,13,truck,370,78
387.3502,205.2771,437.45615,261.03247,1,0.6236554,14,car,371,121
297.36224,168.6129,326.44812,214.29175,1,0.39223883,16,car,371,111
294.8973,145.06459,306.68008,165.23904,1,0.36847314,12,car,371,81
267.92844,139.13455,277.2454,153.95213,1,0.35082668,17,car,371,116
387.3489,205.27818,437.45734,261.03186,1,0.6237319,14,car,372,121
254.3211,164.35474,274.90222,200.2123,1,0.46941218,13,car,372,88
296.04184,145.51707,309.36166,164.494,1,0.40688825,21,car,372,79
297.36636,168.61282,326.4483,214.29126,1,0.3925067,16,car,372,111
294.89706,145.06786,306.67908,165.23808,1,0.36832935,12,car,372,81
267.9288,139.13463,277.24686,153.95334,1,0.35060668,17,car,372,116
388.59335,206.601,443.45535,262.9137,1,0.7141046,14,car,373,121
297.27167,169.02354,327.97974,216.28253,1,0.6476588,16,car,373,111
295.56665,145.06186,308.9109,164.06216,1,0.39064336,21,car,373,79
254.4032,165.53995,274.5772,200.42,3,0.33109355,13,truck,373,78
267.8959,139.09409,277.31937,154.32486,1,0.27945837,17,car,373,116
388.59488,206.58449,443.4515,262.91678,1,0.7142588,14,car,374,121
297.27432,169.02281,327.9774,216.28098,1,0.6475489,16,car,374,111
295.5691,145.05983,308.91037,164.06207,1,0.39038986,21,car,374,79
254.40482,165.53981,274.57684,200.4213,3,0.331376,13,truck,374,78
267.8951,139.09032,277.31952,154.3234,1,0.27944636,17,car,374,116
388.5438,206.56325,443.43625,262.92572,1,0.7132744,14,car,375,121
297.27615,169.03264,327.95413,216.29268,1,0.6455239,16,car,375,111
295.56403,145.07487,308.91724,164.06906,1,0.39087197,21,car,375,79
253.9646,166.2396,275.14896,201.06157,1,0.34910634,22,car,375,74
254.42093,165.54709,274.54794,200.41362,3,0.328634,13,truck,375,78
267.9003,139.0805,277.3178,154.32289,1,0.28068712,17,car,375,116
392.17334,210.41327,451.0078,269.92734,1,0.65973824,14,car,376,121
297.2039,170.22713,329.59433,219.97127,1,0.6106511,16,car,376,111
253.90793,166.98479,274.97595,202.38754,1,0.42709705,22,car,376,74
254.51971,166.04002,274.71698,202.2828,3,0.3885607,13,truck,376,78
295.05392,144.4638,306.36572,165.63005,1,0.35157573,12,car,376,81
296.53464,146.89319,309.4837,165.7136,1,0.34327757,21,car,376,79
268.01465,138.83012,277.52625,154.78604,1,0.2714756,17,car,376,116
392.1721,210.40945,451.0063,269.9282,1,0.6597377,14,car,377,121
297.20486,170.22748,329.59552,219.96925,1,0.6106259,16,car,377,111
253.91168,166.9847,274.975,202.38704,1,0.4270513,22,car,377,74
254.52034,166.04083,274.71664,202.28276,3,0.38909665,13,truck,377,78
295.05438,144.46414,306.36646,165.62985,1,0.35169423,12,car,377,81
296.53287,146.89116,309.4818,165.71317,1,0.34361216,21,car,377,79
268.01544,138.82999,277.5262,154.78542,1,0.27131626,17,car,377,116
397.398,214.43445,456.52167,275.59653,1,0.6894041,14,car,378,121
297.2999,170.52516,330.06012,221.41188,1,0.5725894,16,car,378,111
253.35287,166.3213,274.98395,203.77061,1,0.41692254,22,car,378,74
253.9322,165.40022,275.06473,204.71413,3,0.37546918,13,truck,378,78
268.0099,138.79489,277.30594,155.24695,1,0.28810638,17,car,378,116
295.68436,146.42143,304.9305,164.1236,1,0.1954482,12,car,378,81
300.19324,151.34627,310.66544,166.7941,1,0.17092885,21,car,378,79
397.35248,214.40552,456.51868,275.59778,1,0.6887433,14,car,379,121
297.29916,170.51945,330.0634,221.4174,1,0.57548183,16,car,379,111
253.34845,166.31317,274.98645,203.77676,1,0.4169332,22,car,379,74
253.93024,165.39857,275.06912,204.71724,3,0.37458894,13,truck,379,78
268.0099,138.77408,277.30704,155.24512,1,0.28751132,17,car,379,116
295.6852,146.41536,304.9322,164.1525,1,0.19482377,12,car,379,81
300.17932,151.32458,310.66345,166.80296,1,0.17073028,21,car,379,79
403.68097,217.41632,460.54996,280.7297,1,0.69239056,14,car,380,121
297.24957,171.61252,331.5796,222.61707,1,0.64578754,16,car,380,111
253.21791,166.26765,277.25165,206.19737,1,0.36468187,22,car,380,74
254.06654,165.48824,277.29947,206.05078,3,0.36124858,13,truck,380,78
267.8501,138.85031,277.66687,155.89256,1,0.31899762,17,car,380,116
295.1107,142.33324,306.54227,164.62479,1,0.20459329,12,car,380,81
403.68958,217.4154,460.54587,280.72443,1,0.69374573,14,car,381,121
297.25848,171.62538,331.5706,222.62476,1,0.6481013,16,car,381,111
296.9804,147.54178,309.48526,167.93906,1,0.39408046,23,car,381,89
253.21071,166.25322,277.25204,206.20494,1,0.3654175,22,car,381,74
254.06026,165.47787,277.3089,206.06363,3,0.3619733,13,truck,381,78
267.84146,138.82962,277.65915,155.8749,1,0.32030147,17,car,381,116
295.1147,142.33272,306.53778,164.59413,1,0.20395182,12,car,381,81
403.68304,217.4146,460.52722,280.72162,1,0.693779,14,car,382,121
297.26904,171.63892,331.5748,222.63391,1,0.64828426,16,car,382,111
296.95627,147.50739,309.47772,167.94672,1,0.39503887,23,car,382,89
253.19388,166.25188,277.23474,206.20576,1,0.36639422,22,car,382,74
254.05151,165.49234,277.2865,206.0569,3,0.36129788,13,truck,382,78
267.83328,138.81734,277.64804,155.86948,1,0.32069942,17,car,382,116
295.11807,142.34251,306.5595,164.67769,1,0.20594662,12,car,382,81
406.92282,222.26154,469.51062,287.87915,1,0.7272323,14,car,383,121
297.836,176.52443,330.91656,227.5832,1,0.62380826,16,car,383,111
297.35825,146.18622,309.97293,169.8424,1,0.46230453,23,car,383,89
252.73378,167.46986,276.06134,207.00114,1,0.396616,22,car,383,74
253.36674,166.8057,275.51624,206.8029,3,0.30766627,13,truck,383,78
267.86243,139.65707,277.76413,156.6014,1,0.30677778,17,car,383,116
406.92188,222.26176,469.51407,287.8819,1,0.72733665,14,car,384,121
297.83566,176.52217,330.91846,227.5845,1,0.6239749,16,car,384,111
297.3611,146.18907,309.97168,169.8407,1,0.46163726,23,car,384,89
252.73457,167.47198,276.05685,206.99841,1,0.39623976,22,car,384,74
253.36972,166.80507,275.51413,206.79735,3,0.30806044,13,truck,384,78
267.86374,139.65141,277.7642,156.59901,1,0.30703145,17,car,384,116
412.0209,227.90741,481.3947,292.9509,1,0.6935483,14,car,385,121
299.1405,177.6586,332.47726,230.74742,1,0.6479569,16,car,385,111
252.64455,168.59702,277.105,207.90569,1,0.40311703,22,car,385,74
267.92667,139.80843,277.76956,156.18219,1,0.32440647,17,car,385,116
297.789,147.17339,311.43182,170.09465,1,0.24335837,23,car,385,89
253.00032,169.2221,276.19638,207.00792,3,0.19173555,13,truck,385,78
412.07233,227.9054,481.41174,292.92288,1,0.6944927,14,car,386,121
299.14108,177.65742,332.47736,230.74907,1,0.6484622,16,car,386,111
252.64243,168.59647,277.10223,207.91371,1,0.40364742,22,car,386,74
267.92258,139.80196,277.77066,156.18661,1,0.32434428,17,car,386,116
297.78833,147.16582,311.43115,170.09514,1,0.24331614,23,car,386,89
253.00003,169.22136,276.1973,207.01013,3,0.19127692,13,truck,386,78
412.0235,227.91145,481.39877,292.9547,1,0.6936404,14,car,387,121
299.1401,177.65729,332.47888,230.74158,1,0.64846885,16,car,387,111
252.64104,168.59608,277.10043,207.91505,1,0.403123,22,car,387,74
267.92346,139.80283,277.7703,156.18498,1,0.32395837,17,car,387,116
297.78784,147.16066,311.43286,170.0954,1,0.24340534,23,car,387,89
253.00311,169.22049,276.19897,207.01208,3,0.19147865,13,truck,387,78
415.71097,232.66586,487.55707,301.64984,1,0.71793455,14,car,388,121
299.70728,178.48434,334.13474,234.09344,1,0.6734419,16,car,388,111
252.39847,169.68977,275.40265,208.99924,1,0.46807274,13,car,388,88
252.59315,169.24818,275.16843,209.08975,3,0.38196132,22,truck,388,77
297.92926,147.77443,310.89435,169.9646,1,0.329308,23,car,388,89
267.6471,139.89812,277.83795,156.42085,1,0.26359707,17,car,388,116
295.89545,141.99127,306.2683,163.41422,1,0.2599246,12,car,388,81
415.7123,232.66736,487.5594,301.64944,1,0.7179888,14,car,389,121
299.7249,178.49045,334.12555,234.09326,1,0.67426807,16,car,389,111
252.39633,169.6965,275.40198,209.00018,1,0.46823636,22,car,389,74
252.5906,169.2515,275.16718,209.08742,3,0.38141596,13,truck,389,78
297.92834,147.77293,310.89383,169.96347,1,0.3292288,23,car,389,89
267.64676,139.89796,277.83926,156.41954,1,0.26379123,17,car,389,116
295.8961,141.99213,306.26895,163.41502,1,0.25987113,12,car,389,81
299.39932,179.98032,334.9914,235.77068,1,0.6973348,16,car,390,111
421.91522,234.9591,495.07294,302.84128,1,0.6243524,14,car,390,121
251.60216,168.53064,275.19745,211.14206,1,0.44355565,13,car,390,88
298.59726,149.05048,311.13342,170.52063,1,0.34944752,23,car,390,89
251.79301,168.10808,275.63373,211.16278,3,0.34589177,22,truck,390,77
295.6217,142.28615,305.97763,160.02023,1,0.24079213,12,car,390,81
267.60367,141.47487,277.29196,157.09206,1,0.21602252,17,car,390,116
299.4014,179.98347,334.99057,235.7748,1,0.69768596,16,car,391,111
421.9156,234.96237,495.0631,302.83704,1,0.62422484,14,car,391,121
251.59946,168.52348,275.1962,211.14157,1,0.44231087,13,car,391,88
298.5914,149.044,311.131,170.5209,1,0.34888273,23,car,391,89
251.7942,168.08875,275.6309,211.16539,3,0.34595004,22,truck,391,77
295.6253,142.27184,305.98593,160.02975,1,0.24009407,12,car,391,81
267.59415,141.45828,277.29947,157.11624,1,0.21751733,17,car,391,116
300.555,182.41576,336.93677,239.26938,1,0.80297786,16,car,392,111
426.47357,238.7127,499.9291,304.13528,1,0.5387509,14,car,392,121
251.59062,170.55841,274.816,212.73508,1,0.45576772,13,car,392,88
251.97206,170.96964,274.96375,211.86897,3,0.364799,22,truck,392,77
297.22156,148.08414,311.34735,171.66089,1,0.35580146,23,car,392,89
267.79324,140.8382,277.3363,156.65433,1,0.24996519,17,car,392,116
300.5513,182.4137,336.9179,239.2627,1,0.80279815,16,car,393,111
426.54852,238.79048,499.8783,304.08664,1,0.54094386,14,car,393,121
251.59305,170.5441,274.80276,212.72456,1,0.4538901,13,car,393,88
251.97386,170.96774,274.95956,211.87286,3,0.36808443,22,truck,393,77
297.2323,148.07135,311.3427,171.67769,1,0.35409075,23,car,393,89
267.79205,140.8297,277.33453,156.63924,1,0.2494943,17,car,393,116
300.5558,182.4198,336.92227,239.26663,1,0.80294377,16,car,394,111
426.63965,238.78928,499.89252,304.06723,1,0.5366167,14,car,394,121
251.61208,170.56271,274.78583,212.7203,1,0.45219764,13,car,394,88
251.99535,170.96864,274.95142,211.86867,3,0.3686947,22,truck,394,77
297.24207,148.04509,311.34747,171.66971,1,0.3551751,23,car,394,89
267.78262,140.84355,277.3322,156.62614,1,0.24956341,17,car,394,116
300.30698,182.86288,338.09882,244.49788,1,0.79945,16,car,395,111
297.946,149.27966,311.18622,170.963,1,0.48689812,23,car,395,89
250.78076,171.61334,274.6856,213.28113,1,0.48109484,13,car,395,88
251.4076,170.67494,275.01328,212.96059,3,0.40779626,22,truck,395,77
434.56165,245.0872,502.91132,307.6278,1,0.39436287,14,car,395,121
268.05423,140.64743,277.40216,156.33394,1,0.32301357,17,car,395,116
300.3058,182.86127,338.10214,244.49925,1,0.7995239,16,car,396,111
297.94586,149.28186,311.18604,170.96295,1,0.48694378,23,car,396,89
250.78004,171.61412,274.6871,213.2813,1,0.48122025,13,car,396,88
251.4073,170.67526,275.0147,212.95975,3,0.40831223,22,truck,396,77
434.5553,245.08403,502.91718,307.5729,1,0.39596713,14,car,396,121
268.0539,140.64713,277.4011,156.33394,1,0.32330394,17,car,396,116
299.5431,184.02983,339.66785,248.24405,1,0.7885555,16,car,397,111
297.95712,148.6512,311.3917,170.3939,1,0.52589816,23,car,397,89
251.18855,172.36865,274.22543,214.93465,1,0.49094924,13,car,397,88
267.2167,139.65141,277.45737,156.22021,1,0.36371022,17,car,397,116
251.66171,170.67421,274.7528,214.99773,3,0.30209816,22,truck,397,77
444.057,253.76782,500.79932,312.17828,1,0.23850179,14,car,397,121
299.5427,184.0318,339.67453,248.24487,1,0.7885542,16,car,398,111
297.9576,148.65167,311.39127,170.39497,1,0.52584964,23,car,398,89
251.18999,172.36543,274.22476,214.93466,1,0.49129888,13,car,398,88
