x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name,frame_index,velocity km/h
289.37222,186.368,312.44156,220.30989,1,0.62321675,3,car,25,112
281.82416,147.19087,293.24637,163.07532,1,0.57301,8,car,25,73
245.26625,201.11298,275.13913,241.544,1,0.5285189,4,car,25,109
300.5674,152.64954,313.915,170.88095,1,0.43049732,5,car,25,105
263.38568,148.43405,277.33215,170.12549,1,0.4181316,7,car,25,113
354.69583,176.02686,380.04742,204.5619,1,0.40560117,9,car,25,103
357.6625,186.32353,398.34372,236.45235,1,0.29203087,6,car,25,89
309.1329,259.55493,355.19232,312.71967,1,0.111864164,1,car,25,107
289.37186,186.3678,312.44043,220.307,1,0.62328774,3,car,26,112
281.82584,147.19312,293.24622,163.07625,1,0.5730429,8,car,26,73
245.2661,201.1101,275.1388,241.54234,1,0.5283442,4,car,26,109
300.56708,152.64944,313.91534,170.87877,1,0.43049455,5,car,26,105
263.38602,148.43675,277.33423,170.12627,1,0.41849825,7,car,26,113
354.69482,176.03104,380.04343,204.55917,1,0.4059201,9,car,26,103
357.6687,186.34314,398.34366,236.45071,1,0.29201382,6,car,26,89
309.1366,259.55637,355.19998,312.7183,1,0.11184712,1,car,26,107
289.3712,186.36665,312.4419,220.30884,1,0.6236133,3,car,27,112
281.82608,147.19064,293.24646,163.07594,1,0.57303244,8,car,27,73
245.26923,201.11035,275.13934,241.54303,1,0.52868265,4,car,27,109
300.5672,152.64676,313.916,170.87794,1,0.43074167,5,car,27,105
263.38657,148.43347,277.3345,170.12521,1,0.41817546,7,car,27,113
354.6961,176.02722,380.04947,204.56102,1,0.4053931,9,car,27,103
357.66202,186.32457,398.34448,236.4518,1,0.29192707,6,car,27,89
309.12833,259.55325,355.20206,312.71854,1,0.11214721,1,car,27,107
244.94621,200.87675,274.72272,242.46722,1,0.6293342,4,car,28,109
290.61716,188.63464,312.61618,221.6117,1,0.62165,3,car,28,112
281.92038,148.03929,292.57346,162.99825,1,0.51549965,8,car,28,73
263.91354,148.61139,277.5535,169.87267,1,0.51154286,7,car,28,113
300.0668,152.20169,313.7158,171.39163,1,0.45499873,5,car,28,105
356.1164,175.92746,379.3907,204.7475,1,0.4286984,9,car,28,103
363.50967,194.00987,402.30905,237.6995,1,0.28457698,6,car,28,89
311.16782,268.22308,354.68753,317.62814,1,0.2432194,1,car,28,107
244.94276,200.87593,274.70868,242.45549,1,0.6290648,4,car,29,109
290.62222,188.65662,312.60373,221.6188,1,0.6200565,3,car,29,112
281.91895,148.0294,292.57663,163.01009,1,0.51703346,8,car,29,73
263.94336,148.57913,277.5762,169.87791,1,0.51293564,7,car,29,113
300.0679,152.20155,313.7162,171.38098,1,0.4532649,5,car,29,105
356.11606,175.93835,379.36096,204.74547,1,0.43058038,9,car,29,103
363.54462,194.0392,402.2962,237.64864,1,0.28596377,6,car,29,89
311.17865,267.9806,354.74594,317.57767,1,0.23989461,1,car,29,107
290.7645,189.80228,313.0319,224.50912,1,0.65038353,3,car,30,112
244.53235,203.55478,273.723,245.89073,1,0.6061764,4,car,30,109
300.0419,152.52046,314.64127,172.5351,1,0.52813894,5,car,30,105
357.02444,177.3356,381.6016,206.61163,1,0.49411133,9,car,30,103
263.11765,149.47789,276.88495,170.38396,1,0.48150927,7,car,30,113
366.60162,199.56328,402.78784,241.17427,1,0.44963807,6,car,30,89
282.55713,148.90923,293.07275,163.24806,1,0.392428,8,car,30,73
290.76456,189.80144,313.03302,224.51122,1,0.6504664,3,car,31,112
244.53156,203.55725,273.72433,245.8911,1,0.60574055,4,car,31,109
300.04068,152.5182,314.6447,172.53711,1,0.5282069,5,car,31,105
357.02457,177.3323,381.60272,206.61203,1,0.49395636,9,car,31,103
263.11798,149.47981,276.88455,170.38252,1,0.4813129,7,car,31,113
366.60046,199.56303,402.7876,241.1719,1,0.44948277,6,car,31,89
282.55426,148.90956,293.07236,163.24814,1,0.3925499,8,car,31,73
242.98566,206.08212,274.23148,249.9389,1,0.5635194,4,car,32,109
290.4932,194.41223,314.22382,227.3065,1,0.5358179,3,car,32,112
300.40933,152.98764,315.53024,173.2261,1,0.5087281,5,car,32,105
262.63522,149.851,277.4694,170.95271,1,0.42168438,7,car,32,113
364.6547,198.62115,408.53513,245.42943,1,0.39679313,6,car,32,89
359.8497,176.99402,387.44537,209.79593,1,0.3610127,9,car,32,103
282.75546,149.93657,293.1461,164.00937,1,0.27439275,8,car,32,73
243.00598,206.07211,274.14,249.92487,1,0.5671026,4,car,33,109
290.4911,194.41939,314.23135,227.30261,1,0.53609633,3,car,33,112
300.4082,152.97935,315.52524,173.22287,1,0.50879174,5,car,33,105
262.63837,149.84299,277.45193,170.94513,1,0.4219002,7,car,33,113
364.6693,198.60837,408.52985,245.43544,1,0.39634627,6,car,33,89
359.84863,176.99217,387.454,209.80914,1,0.35980293,9,car,33,103
282.75632,149.92328,293.14447,164.00937,1,0.27663425,8,car,33,73
242.79515,208.34132,273.89465,251.54222,1,0.6256856,4,car,34,109
291.5229,194.2799,315.60834,228.50616,1,0.6184384,3,car,34,112
263.1555,150.79613,276.78595,171.28958,1,0.57753307,7,car,34,113
301.69852,154.09056,316.08847,174.02795,1,0.5617436,5,car,34,105
361.22885,178.59248,388.89267,211.19682,1,0.4956304,9,car,34,103
366.99612,199.94643,411.02557,248.60007,1,0.36678708,6,car,34,89
282.378,150.06694,293.15924,164.2963,1,0.3386979,8,car,34,73
242.83107,208.33493,273.89444,251.52689,1,0.6263287,4,car,35,109
291.5329,194.29417,315.66025,228.50876,1,0.61766243,3,car,35,112
263.1555,150.79646,276.7857,171.28938,1,0.5774284,7,car,35,113
301.69568,154.09645,316.08942,174.02412,1,0.5615114,5,car,35,105
361.22552,178.59457,388.88962,211.19339,1,0.495088,9,car,35,103
367.01465,199.95642,411.00967,248.597,1,0.36319482,6,car,35,89
282.37762,150.06708,293.1596,164.29471,1,0.33815545,8,car,35,73
242.86621,208.33246,273.88797,251.51158,1,0.6272906,4,car,36,109
291.54813,194.29129,315.69116,228.50813,1,0.61669827,3,car,36,112
263.15482,150.79366,276.7858,171.28894,1,0.5771782,7,car,36,113
301.695,154.09285,316.0894,174.02486,1,0.5621889,5,car,36,105
361.22668,178.59001,388.88885,211.18648,1,0.49463814,9,car,36,103
367.00162,199.96823,411.02798,248.61702,1,0.362704,6,car,36,89
282.37674,150.06662,293.16037,164.29488,1,0.33845368,8,car,36,73
291.4045,195.04059,316.0633,231.63646,1,0.674,3,car,37,112
241.66801,210.95645,273.71884,254.7348,1,0.5646818,4,car,37,109
302.10583,154.72151,316.50934,174.7198,1,0.5595836,5,car,37,105
262.93515,150.91931,277.09073,172.14664,1,0.51945347,7,car,37,113
362.9551,183.32051,389.31497,213.27715,1,0.49462554,9,car,37,103
368.7528,200.39894,411.98196,251.26248,1,0.4019271,6,car,37,89
282.57443,149.16045,293.85602,164.60513,1,0.32777157,8,car,37,73
291.40494,195.04218,316.0634,231.63622,1,0.67398465,3,car,38,112
241.669,210.95328,273.7173,254.73639,1,0.5647432,4,car,38,109
302.10614,154.72318,316.50882,174.72078,1,0.5594306,5,car,38,105
262.9349,150.91876,277.08978,172.14572,1,0.519508,7,car,38,113
362.95477,183.3202,389.3152,213.27875,1,0.49470535,9,car,38,103
368.75305,200.39832,411.98184,251.26219,1,0.40206882,6,car,38,89
294.38116,139.19493,303.05292,152.12212,1,0.3560355,10,car,38,79
282.57443,149.16069,293.8572,164.60657,1,0.32778352,8,car,38,73
291.40506,195.04366,316.0636,231.63731,1,0.6743412,3,car,39,112
241.66605,210.95305,273.71948,254.74014,1,0.56500417,4,car,39,109
302.1042,154.72108,316.51,174.71994,1,0.5595277,5,car,39,105
262.93665,150.9074,277.0952,172.1449,1,0.51922494,7,car,39,113
362.95444,183.32103,389.30762,213.27632,1,0.49460596,9,car,39,103
368.7503,200.3727,411.97165,251.21576,1,0.40209058,6,car,39,89
294.3795,139.19278,303.0526,152.12207,1,0.35622957,10,car,39,79
282.57364,149.15916,293.85742,164.60681,1,0.32715473,8,car,39,73
291.06485,196.4986,316.05222,232.54228,1,0.61939687,3,car,40,112
302.86844,155.6205,316.96786,176.90198,1,0.5262465,5,car,40,105
240.53957,211.73685,273.98477,256.23856,1,0.5206753,4,car,40,109
370.00275,205.18156,419.52692,259.52985,1,0.4556881,6,car,40,89
364.83307,185.36208,395.72223,215.24136,1,0.435445,9,car,40,103
282.7347,149.85655,294.8691,165.55983,1,0.35810298,8,car,40,73
294.02002,140.237,302.85364,153.17624,1,0.3505856,10,car,40,79
262.4263,153.2481,277.06528,172.74237,1,0.25866032,7,car,40,113
291.06326,196.49385,316.0536,232.5414,1,0.6203786,3,car,41,112
302.85757,155.62059,316.97644,176.91727,1,0.527564,5,car,41,105
240.53174,211.73367,273.98798,256.2356,1,0.5201719,4,car,41,109
370.0049,205.17873,419.52118,259.5332,1,0.4564276,6,car,41,89
364.8296,185.34686,395.72113,215.24577,1,0.43574744,9,car,41,103
282.73392,149.84695,294.87277,165.56369,1,0.3574293,8,car,41,73
294.01074,140.22385,302.85776,153.18385,1,0.3522531,10,car,41,79
262.42926,153.22078,277.06683,172.7374,1,0.25906137,7,car,41,113
302.73026,156.19131,317.78513,177.21931,1,0.6060329,5,car,42,105
291.86487,198.23471,317.62933,236.29166,1,0.58844876,3,car,42,112
241.40709,214.05733,273.04532,258.83658,1,0.57173765,4,car,42,109
372.50974,205.46318,424.5874,261.45456,1,0.5422217,6,car,42,89
366.41824,186.49193,396.60242,216.17694,1,0.46992695,9,car,42,103
293.85617,140.1626,302.79358,153.61201,1,0.3813885,10,car,42,79
263.12784,154.59709,277.73254,173.47495,1,0.27990136,7,car,42,113
283.3452,150.91145,293.88745,166.74432,1,0.24066532,8,car,42,73
302.72833,156.19426,317.77905,177.22061,1,0.60585505,5,car,43,105
291.86966,198.32608,317.63483,236.30685,1,0.58860606,3,car,43,112
241.37845,214.06714,273.07166,258.87128,1,0.57201385,4,car,43,109
372.5058,205.492,424.57797,261.46228,1,0.5428877,6,car,43,89
366.4557,186.50948,396.63293,216.16487,1,0.4667682,9,car,43,103
293.85187,140.16574,302.7846,153.60602,1,0.37915742,10,car,43,79
263.15372,154.60924,277.70938,173.46747,1,0.2838001,7,car,43,113
283.35834,150.9247,293.8893,166.74242,1,0.23819412,8,car,43,73
302.71,156.18759,317.78094,177.20619,1,0.60673946,5,car,44,105
291.88092,198.29744,317.6671,236.28651,1,0.59245086,3,car,44,112
241.36047,214.09515,273.05148,258.8669,1,0.57278275,4,car,44,109
372.49042,205.5196,424.5577,261.47607,1,0.5434794,6,car,44,89
366.47507,186.5056,396.66104,216.181,1,0.46797755,9,car,44,103
293.8572,140.1551,302.7937,153.58824,1,0.3772106,10,car,44,79
263.1362,154.60263,277.67383,173.45995,1,0.28831992,7,car,44,113
283.33777,150.92674,293.86646,166.73105,1,0.23837492,8,car,44,73
292.11542,200.84715,318.0266,239.01071,1,0.6654216,3,car,45,112
374.7683,212.49504,425.76443,264.89697,1,0.61090714,6,car,45,89
302.96133,155.54001,317.86395,177.61812,1,0.5857416,5,car,45,105
283.00586,149.49344,294.10175,166.31679,1,0.5676537,8,car,45,73
240.5957,216.51517,272.62155,261.79123,1,0.56551456,4,car,45,109
262.31265,152.20361,277.47174,173.46286,1,0.5456316,7,car,45,113
367.46347,186.99437,400.58258,218.96065,1,0.5302329,9,car,45,103
294.00464,141.00784,303.20786,153.34584,1,0.38004166,10,car,45,79
292.1161,200.84914,318.02585,239.00891,1,0.6654025,3,car,46,112
374.76804,212.49747,425.7649,264.90106,1,0.6103563,6,car,46,89
302.96225,155.54263,317.86398,177.6199,1,0.585911,5,car,46,105
283.00717,149.49301,294.10236,166.31656,1,0.56743765,8,car,46,73
240.59679,216.51413,272.61975,261.7948,1,0.5654105,4,car,46,109
262.31146,152.20462,277.47015,173.46222,1,0.545642,7,car,46,113
367.46213,186.98764,400.58524,218.95801,1,0.5307869,9,car,46,103
294.00623,141.00743,303.20883,153.34593,1,0.3799776,10,car,46,79
291.7638,203.60486,319.3423,242.17467,1,0.68666476,3,car,47,112
375.88593,215.06822,432.2046,274.06866,1,0.6447529,6,car,47,89
238.78735,218.85472,272.49277,266.2397,1,0.6322709,4,car,47,109
303.2372,155.7633,318.21625,178.78679,1,0.62041503,5,car,47,105
369.28085,187.8959,404.63632,221.8825,1,0.557937,9,car,47,103
262.40167,153.85425,277.01596,173.7404,1,0.49139512,7,car,47,113
294.05066,141.56223,303.70935,154.3589,1,0.3699375,10,car,47,79
282.5352,151.34291,294.9208,168.16458,1,0.36481643,8,car,47,73
291.7611,203.60732,319.342,242.17496,1,0.68663853,3,car,48,112
375.88403,215.0707,432.2047,274.06946,1,0.6445483,6,car,48,89
238.78731,218.85497,272.49417,266.2407,1,0.63220835,4,car,48,109
303.23862,155.76593,318.21478,178.78618,1,0.62040085,5,car,48,105
369.28052,187.90247,404.6341,221.88254,1,0.55807656,9,car,48,103
262.4021,153.86148,277.00925,173.73889,1,0.49110508,7,car,48,113
294.05164,141.56467,303.7067,154.3593,1,0.3699448,10,car,48,79
282.53613,151.34431,294.9205,168.16425,1,0.3649477,8,car,48,73
291.76505,203.62926,319.32755,242.17032,1,0.68716925,3,car,49,112
375.88702,215.07262,432.2073,274.06686,1,0.64513016,6,car,49,89
238.79459,218.87015,272.4907,266.24405,1,0.63241655,4,car,49,109
303.23132,155.77122,318.2142,178.80945,1,0.6209034,5,car,49,105
369.29428,187.90918,404.6394,221.87578,1,0.5579234,9,car,49,103
262.41022,153.81534,277.00125,173.72566,1,0.4924425,7,car,49,113
294.03973,141.5582,303.6683,154.37483,1,0.37128222,10,car,49,79
282.5494,151.32657,294.9219,168.14809,1,0.36623308,8,car,49,73
382.506,217.89157,438.84097,275.95975,1,0.7180566,6,car,50,89
236.80432,222.54091,274.20578,270.71082,1,0.63098645,4,car,50,109
304.02585,156.69351,319.17062,178.72614,1,0.62132084,5,car,50,105
292.0032,203.30823,321.37323,246.0486,1,0.5998778,3,car,50,112
372.67844,187.75977,402.0558,223.92088,1,0.5871835,9,car,50,103
262.15784,155.52617,277.06857,175.27756,1,0.43510696,7,car,50,113
282.88873,151.94911,295.2237,168.29779,1,0.3559157,8,car,50,73
293.9535,141.23694,303.5469,154.14548,1,0.31539828,10,car,50,79
382.50464,217.89622,438.83984,275.96027,1,0.71790427,6,car,51,89
236.80482,222.54077,274.20554,270.71222,1,0.6310337,4,car,51,109
304.02496,156.69437,319.17014,178.72668,1,0.6215196,5,car,51,105
292.00226,203.30785,321.3726,246.04817,1,0.60009867,3,car,51,112
372.6773,187.75537,402.05472,223.92047,1,0.5874999,9,car,51,103
262.1576,155.52747,277.06824,175.2789,1,0.43499747,7,car,51,113
282.88705,151.94713,295.22644,168.30008,1,0.35571554,8,car,51,73
293.95453,141.23459,303.5496,154.14584,1,0.3153161,10,car,51,79
236.54314,223.99217,272.96478,273.5854,1,0.6915657,4,car,52,109
381.04608,220.30348,441.85526,280.41342,1,0.6807261,6,car,52,89
291.8202,206.3495,321.60968,248.57164,1,0.63651085,3,car,52,112
304.02933,156.90288,319.29056,179.43892,1,0.63012433,5,car,52,105
262.62253,155.05016,277.0013,175.44835,1,0.52697754,7,car,52,113
282.59412,151.45164,296.03574,169.45184,1,0.46990559,8,car,52,73
